EVI.1,EVI.2,EVI.3,EVI.4,EVI.5,EVI.6,EVI.7,EVI.8,EVI.9,EVI.10,EVI.11,EVI.12,EVI.13,EVI.14,EVI.15,EVI.16,EVI.17,EVI.18,EVI.19,EVI.20,EVI.21,EVI.22,EVI.23,mean,max,min,staD,median,sum,longitude,latitude,ano_safra
0.4919125,0.5048,0.526025,0.5563,0.578675,0.6016125,0.606525,0.6252375,0.6723375,0.676125,0.6758875,0.6344875,0.5514625,0.5087125,0.4896125,0.4942125,0.5129125,0.5304625,0.542575,0.5447875,0.5621625,0.5874625,0.5925125,0.5681217391,0.676125,0.4896125,0.0596748985,0.5563,13.0668,-52.437153,-12.342047,2009_2010
0.4975625,0.5108,0.5318625,0.55075,0.5625,0.584325,0.5878625,0.5898125,0.61985,0.617575,0.6060875,0.5857375,0.530075,0.490775,0.48055,0.5002625,0.5255125,0.5401,0.5424375,0.5280375,0.5231625,0.528275,0.5379625,0.5466032609,0.61985,0.48055,0.0406470275,0.5379625,12.571875,-52.434908,-12.342047,2009_2010
0.4922125,0.5088875,0.5278375,0.544075,0.5479125,0.5601875,0.5808125,0.6011625,0.6351,0.6381375,0.6069625,0.5645875,0.5144125,0.4811,0.476825,0.4979875,0.5158875,0.525975,0.5289125,0.5139125,0.5082625,0.5159625,0.522825,0.5395625,0.6381375,0.476825,0.0459216887,0.525975,12.4099375,-52.432662,-12.342047,2009_2010
0.4958625,0.509,0.526725,0.5417125,0.5548625,0.5811,0.6018125,0.6201,0.6205375,0.598575,0.6047625,0.5958625,0.58105,0.5654875,0.5295875,0.5226625,0.5319375,0.539275,0.53805,0.517775,0.505425,0.50985,0.5201125,0.552701087,0.6205375,0.4958625,0.0396369684,0.539275,12.712125,-52.430417,-12.342047,2009_2010
0.4981375,0.508075,0.519625,0.5345375,0.5515875,0.5813875,0.6059375,0.6250625,0.628125,0.611175,0.6190875,0.6096,0.5881625,0.5642625,0.5270375,0.5210875,0.5308625,0.5391,0.538325,0.5189875,0.5075,0.5114125,0.5181375,0.554661413,0.628125,0.4981375,0.0436661989,0.538325,12.7572125,-52.428173,-12.342047,2009_2010
0.4881,0.5024375,0.5208875,0.5389375,0.5526375,0.5779125,0.592525,0.6056375,0.6077875,0.5909625,0.610225,0.60575,0.584925,0.5656375,0.5223375,0.5155625,0.5305875,0.5394875,0.539025,0.525125,0.5218875,0.5293375,0.5417625,0.5525858696,0.610225,0.4881,0.0370990404,0.5394875,12.709475,-52.425928,-12.342047,2009_2010
0.49925,0.5197,0.5394625,0.5537125,0.562875,0.5821375,0.5924625,0.6028875,0.60165,0.5846625,0.605475,0.6062625,0.5886375,0.566575,0.5218875,0.5121375,0.5241125,0.533425,0.5359375,0.5265375,0.530625,0.546025,0.563475,0.5565179348,0.6062625,0.49925,0.0335813921,0.5537125,12.7999125,-52.423682,-12.342047,2009_2010
0.1813375,0.175625,0.170425,0.167475,0.1566375,0.170875,0.1984625,0.221925,0.2916,0.363525,0.4063,0.455075,0.4357875,0.3697375,0.3165875,0.2652375,0.2450875,0.2501,0.257925,0.2636125,0.2694625,0.27285,0.2653375,0.2683038043,0.455075,0.1566375,0.0879403659,0.2636125,6.1709875,-52.457358,-12.344292,2009_2010
0.17695,0.1793375,0.1811625,0.1745875,0.17055,0.1914875,0.2080875,0.2380625,0.3066625,0.3814625,0.4319,0.4460125,0.431925,0.373725,0.3301875,0.3164875,0.2853,0.2739375,0.2790125,0.2841,0.2865,0.2785625,0.259225,0.2819663043,0.4460125,0.17055,0.0869172613,0.2790125,6.485225,-52.455112,-12.344292,2009_2010
0.1526625,0.1364125,0.1360375,0.1409125,0.149625,0.168125,0.1911375,0.2333625,0.28825,0.3430125,0.37635,0.384575,0.371675,0.3441125,0.3415875,0.3343,0.316075,0.3042,0.2835,0.278325,0.283,0.278725,0.261575,0.2651103261,0.384575,0.1360375,0.0845187369,0.283,6.0975375,-52.452868,-12.344292,2009_2010
0.1598,0.135325,0.13235,0.135,0.1401375,0.160875,0.198975,0.2498875,0.29925,0.3413875,0.3488875,0.3237125,0.3043875,0.2847125,0.3044,0.3332875,0.329975,0.312375,0.2733,0.256425,0.2500375,0.229,0.211325,0.2484701087,0.3488875,0.13235,0.0750066316,0.256425,5.7148125,-52.450623,-12.344292,2009_2010
0.1600875,0.132725,0.1279375,0.129175,0.13445,0.1580875,0.1982875,0.2502875,0.3007875,0.3272375,0.32015,0.2966375,0.2775,0.2941,0.3532625,0.39995,0.4069875,0.3638,0.2976625,0.2588125,0.23655,0.21435,0.18715,0.2533032609,0.4069875,0.1279375,0.0885221471,0.2588125,5.825975,-52.448377,-12.344292,2009_2010
0.14375,0.1344875,0.130525,0.132575,0.13685,0.1621875,0.2092,0.269,0.3311,0.3645375,0.3473125,0.3131625,0.3074625,0.3402375,0.400975,0.4737875,0.4809125,0.4112375,0.342225,0.2776875,0.2338,0.216025,0.18865,0.275986413,0.4809125,0.130525,0.1109766538,0.2776875,6.3476875,-52.446132,-12.344292,2009_2010
0.2041,0.1811875,0.17725,0.172625,0.19455,0.23025,0.270025,0.32945,0.3725125,0.3869375,0.3825875,0.35445,0.3358625,0.353425,0.38545,0.4364875,0.4535625,0.403975,0.35205,0.3060375,0.2650625,0.266325,0.2837875,0.3086065217,0.4535625,0.172625,0.0860972059,0.32945,7.09795,-52.443888,-12.344292,2009_2010
0.4321875,0.4471,0.4497375,0.456375,0.434375,0.4028,0.4292,0.4832375,0.5222625,0.5473875,0.4964125,0.42285,0.403225,0.41855,0.4512625,0.46365,0.430125,0.397575,0.39725,0.403125,0.421325,0.4383875,0.4284625,0.4424722826,0.5473875,0.39725,0.0390681089,0.4321875,10.1768625,-52.441643,-12.344292,2009_2010
0.48495,0.50095,0.5226,0.5538625,0.5799125,0.602,0.6153125,0.6348,0.6737,0.6786875,0.6689,0.6391,0.5936,0.569225,0.5543,0.5532,0.548525,0.551975,0.567275,0.5676375,0.5666375,0.57725,0.578675,0.5818728261,0.6786875,0.48495,0.0512516578,0.569225,13.383075,-52.439397,-12.344292,2009_2010
0.4901875,0.507225,0.5317125,0.551525,0.5644125,0.5874,0.5996375,0.6102625,0.6398,0.636,0.60125,0.5701625,0.52645,0.48945,0.4967375,0.5190625,0.53115,0.5438625,0.5438,0.528875,0.523475,0.5289125,0.5398125,0.5504853261,0.6398,0.48945,0.0437338564,0.5398125,12.6611625,-52.437153,-12.344292,2009_2010
0.4873125,0.5063125,0.528625,0.54895,0.5552125,0.5689625,0.5891625,0.6074125,0.6395875,0.6408125,0.5953125,0.5404625,0.4899875,0.4576,0.4692125,0.5042,0.5217375,0.5315625,0.533825,0.518475,0.5131375,0.521625,0.5318125,0.5391869565,0.6408125,0.4576,0.0490330251,0.5315625,12.4013,-52.434908,-12.344292,2009_2010
0.485075,0.5011125,0.524575,0.5464,0.5557,0.574525,0.5957375,0.6128875,0.6190125,0.5945375,0.545225,0.4864125,0.4605375,0.452075,0.467225,0.504375,0.521325,0.5313125,0.5305,0.514825,0.5069875,0.5114375,0.522225,0.5288706522,0.6190125,0.452075,0.0466677293,0.522225,12.164025,-52.432662,-12.344292,2009_2010
0.48995,0.5012625,0.5194375,0.5375,0.5530375,0.5780875,0.5972375,0.6088,0.6057125,0.5884625,0.596275,0.59395,0.5843375,0.5676125,0.531875,0.521675,0.5273125,0.532225,0.5289375,0.5116375,0.5008375,0.50595,0.517425,0.5478059783,0.6088,0.48995,0.0386644543,0.532225,12.5995375,-52.430417,-12.344292,2009_2010
0.492525,0.503075,0.5174625,0.5344375,0.552225,0.582275,0.604625,0.615275,0.6101125,0.591,0.5980875,0.59565,0.5828625,0.5612375,0.524325,0.5180125,0.5292,0.540325,0.5413875,0.5241875,0.5147,0.5192625,0.5273125,0.5512853261,0.615275,0.492525,0.0379061898,0.540325,12.6795625,-52.428173,-12.344292,2009_2010
0.497425,0.5110875,0.5284875,0.5457,0.5588625,0.5823875,0.5986875,0.60885,0.6038625,0.5847625,0.59845,0.5971375,0.5838,0.5663625,0.525475,0.518525,0.5339125,0.545575,0.5502875,0.5405375,0.5388625,0.5483,0.5595125,0.5576891304,0.60885,0.497425,0.0320707727,0.5502875,12.82685,-52.425928,-12.344292,2009_2010
0.5051375,0.5230375,0.5430125,0.5573875,0.5639375,0.5809875,0.5855375,0.590875,0.5909375,0.5758625,0.60105,0.6041875,0.584225,0.573625,0.5427,0.5389,0.5587625,0.5591,0.5520625,0.542925,0.5432625,0.557425,0.571175,0.5628744565,0.6041875,0.5051375,0.024931565,0.5591,12.9461125,-52.423682,-12.344292,2009_2010
0.2353125,0.226025,0.2277625,0.2208125,0.205275,0.2085375,0.2127625,0.2191125,0.2810375,0.3494,0.391175,0.447425,0.442775,0.3841875,0.3385375,0.2881125,0.254275,0.2527375,0.259,0.260575,0.2678375,0.269975,0.2571125,0.2825983696,0.447425,0.205275,0.0735320086,0.259,6.4997625,-52.457358,-12.346538,2009_2010
0.210475,0.2136875,0.2192125,0.211475,0.1969625,0.2005875,0.2070875,0.23515,0.3046125,0.3782875,0.4406375,0.4639625,0.4315875,0.3636,0.3056,0.28045,0.271075,0.272575,0.2714625,0.2734375,0.2703875,0.2557375,0.2428,0.2835152174,0.4639625,0.1969625,0.0799769141,0.271075,6.52085,-52.455112,-12.346538,2009_2010
0.1720625,0.1551875,0.1497125,0.158525,0.1665875,0.1887625,0.2151875,0.24775,0.3042875,0.3561875,0.385375,0.3912875,0.3679375,0.3371875,0.3303625,0.3238125,0.30785,0.2885,0.2704375,0.27545,0.27305,0.2564875,0.230025,0.2674788043,0.3912875,0.1497125,0.0772193828,0.27305,6.1520125,-52.452868,-12.346538,2009_2010
0.16125,0.1449,0.141475,0.1397125,0.140825,0.1621875,0.183325,0.2256875,0.29595,0.3500375,0.373625,0.3517625,0.3114,0.2840375,0.296725,0.3225125,0.3172625,0.297725,0.2749625,0.2765875,0.2724875,0.2457375,0.212425,0.2514173913,0.373625,0.1397125,0.0761814138,0.2749625,5.7826,-52.450623,-12.346538,2009_2010
0.1482875,0.1346625,0.1321125,0.13675,0.141025,0.1773875,0.2332875,0.293175,0.355075,0.380275,0.35445,0.3220125,0.3177625,0.341625,0.3866,0.443275,0.4405625,0.3777875,0.3195,0.264425,0.229925,0.2147875,0.1927125,0.2755418478,0.443275,0.1321125,0.1023306306,0.293175,6.3374625,-52.448377,-12.346538,2009_2010
0.2375125,0.221425,0.212625,0.2081375,0.2146,0.2373625,0.2713,0.311725,0.3583125,0.3769,0.372575,0.3565125,0.3448125,0.3669375,0.4032125,0.4463625,0.455475,0.4083625,0.354675,0.3163625,0.2898375,0.3025125,0.327,0.3215016304,0.455475,0.2081375,0.0750893928,0.327,7.3945375,-52.446132,-12.346538,2009_2010
0.4406,0.434975,0.422875,0.4480125,0.4597625,0.4588125,0.438675,0.4303875,0.440425,0.437225,0.4336125,0.418425,0.4068875,0.4290125,0.454275,0.4666625,0.4574625,0.447425,0.4542125,0.4604625,0.4738625,0.490025,0.49945,0.4479793478,0.49945,0.4068875,0.0219167111,0.447425,10.303525,-52.443888,-12.346538,2009_2010
0.5657,0.591675,0.5996,0.57895,0.55805,0.5472125,0.5528875,0.59235,0.64765,0.66975,0.691025,0.6720125,0.617975,0.58425,0.5410875,0.5149375,0.503075,0.497575,0.494675,0.503125,0.5194625,0.5240875,0.544675,0.5700777174,0.691025,0.494675,0.0585733116,0.55805,13.1117875,-52.441643,-12.346538,2009_2010
0.48575,0.5133875,0.5374,0.56275,0.5668875,0.57115,0.58255,0.610025,0.6605625,0.682825,0.6835875,0.65165,0.6072125,0.575925,0.5554375,0.557,0.547675,0.5404,0.5423375,0.5336,0.5340375,0.545725,0.5524875,0.5739288043,0.6835875,0.48575,0.0525654107,0.557,13.2003625,-52.439397,-12.346538,2009_2010
0.473125,0.496175,0.5273375,0.5542375,0.5672125,0.5843625,0.5954375,0.6045125,0.6377875,0.639625,0.620425,0.603475,0.5595875,0.5227125,0.5138625,0.5207875,0.531825,0.5425375,0.540775,0.5239875,0.5154375,0.52085,0.534525,0.5535043478,0.639625,0.473125,0.0455048027,0.540775,12.7306,-52.437153,-12.346538,2009_2010
0.477425,0.4999625,0.5296,0.557225,0.5685125,0.5826875,0.6053125,0.625375,0.6569875,0.6593375,0.6218625,0.586625,0.5470375,0.51245,0.5094125,0.5213875,0.5306,0.5410625,0.5411,0.5213375,0.5111,0.5196,0.532325,0.5547097826,0.6593375,0.477425,0.0503529769,0.5410625,12.758325,-52.434908,-12.346538,2009_2010
0.48265,0.50295,0.5304375,0.55705,0.5677,0.583025,0.6081875,0.629225,0.634075,0.6080125,0.5629875,0.5214,0.5099375,0.5047125,0.5091875,0.525775,0.5309375,0.5389375,0.538175,0.52085,0.513325,0.522325,0.536975,0.5451668478,0.634075,0.48265,0.04199365,0.5309375,12.5388375,-52.432662,-12.346538,2009_2010
0.4892125,0.5039625,0.524475,0.5436625,0.5597125,0.5830625,0.6009375,0.6162875,0.61605,0.5977625,0.6054875,0.596325,0.57815,0.5603,0.525525,0.5174125,0.524675,0.531825,0.530475,0.5155,0.5109875,0.5195625,0.532675,0.5514793478,0.6162875,0.4892125,0.039515241,0.532675,12.684025,-52.430417,-12.346538,2009_2010
0.488875,0.4995625,0.516175,0.5352,0.5520125,0.5811,0.6029,0.6187125,0.6198375,0.6007375,0.6074125,0.59825,0.5784125,0.557175,0.5200875,0.51435,0.525275,0.534575,0.5366625,0.52275,0.5189125,0.52895,0.5398125,0.5520755435,0.6198375,0.488875,0.0401240469,0.5366625,12.6977375,-52.428173,-12.346538,2009_2010
0.5055125,0.5203125,0.536125,0.549925,0.5591125,0.5819875,0.6,0.604475,0.5928,0.5707375,0.5807375,0.5756375,0.5600375,0.5423,0.50185,0.5057875,0.5311875,0.5433375,0.5494375,0.5424625,0.5459,0.5600875,0.5731375,0.5536038043,0.604475,0.50185,0.0291816948,0.549925,12.7328875,-52.425928,-12.346538,2009_2010
0.5103875,0.5261,0.5429625,0.551625,0.5551375,0.5716625,0.5738375,0.580575,0.5829125,0.569,0.596425,0.5906875,0.561775,0.550175,0.5182,0.522375,0.5486,0.551,0.5470375,0.541625,0.5458375,0.5601125,0.57345,0.5552826087,0.596425,0.5103875,0.0228322156,0.551625,12.7715,-52.423682,-12.346538,2009_2010
0.210975,0.2051,0.2083125,0.1981125,0.19075,0.194175,0.1919625,0.2007125,0.2296125,0.2652,0.2951,0.3056,0.2920875,0.2629125,0.244875,0.242425,0.24695,0.253875,0.260725,0.2644125,0.25295,0.2368875,0.21585,0.2378070652,0.3056,0.19075,0.0346817284,0.242425,5.4695625,-52.457358,-12.348783,2009_2010
0.179575,0.1459125,0.1385875,0.146575,0.1612,0.1792625,0.1898,0.20355,0.232525,0.26365,0.2898625,0.2994,0.282175,0.2680125,0.2692375,0.2679125,0.2661125,0.2570375,0.2525625,0.2675125,0.264475,0.240725,0.2064125,0.2292206522,0.2994,0.1385875,0.0509156085,0.2525625,5.272075,-52.455112,-12.348783,2009_2010
0.17685,0.13945,0.1311875,0.1407875,0.1562,0.1718375,0.1815125,0.19765,0.2412,0.286275,0.312975,0.3168,0.2829875,0.2588875,0.2612,0.2639125,0.2651125,0.2609,0.26525,0.284425,0.2819375,0.2512375,0.2092875,0.2320809783,0.3168,0.1311875,0.05812261,0.2588875,5.3378625,-52.452868,-12.348783,2009_2010
0.1711875,0.1301625,0.1211875,0.1333625,0.1517625,0.170575,0.1803375,0.211425,0.2707,0.31025,0.3347125,0.3247125,0.285775,0.288025,0.3091,0.3184875,0.312475,0.2894875,0.2827375,0.2888875,0.2796375,0.2469875,0.1964125,0.2438429348,0.3347125,0.1211875,0.0712640993,0.2796375,5.6083875,-52.450623,-12.348783,2009_2010
0.17365,0.1427125,0.13765,0.1485625,0.1579,0.1761375,0.2259875,0.292275,0.3482625,0.387725,0.3621125,0.31295,0.307825,0.332925,0.3791125,0.43265,0.425875,0.379725,0.34295,0.2965875,0.26675,0.244225,0.2089625,0.2818918478,0.43265,0.13765,0.095140193,0.2965875,6.4835125,-52.448377,-12.348783,2009_2010
0.2741875,0.2440125,0.2297625,0.2305375,0.256275,0.2792625,0.330775,0.374725,0.402875,0.4256875,0.4084125,0.3750125,0.370475,0.3924875,0.418125,0.4328125,0.4171875,0.380225,0.3421125,0.3407125,0.3429375,0.3462375,0.3695375,0.3471467391,0.4328125,0.2297625,0.0648769321,0.3695375,7.984375,-52.446132,-12.348783,2009_2010
0.464275,0.4672625,0.469775,0.4684125,0.4574375,0.4365375,0.3968375,0.4192625,0.4666,0.4683375,0.473325,0.4489875,0.43125,0.4532625,0.4835875,0.5129,0.5007375,0.4920625,0.4958125,0.4866375,0.5100375,0.5398,0.557175,0.4739266304,0.557175,0.3968375,0.036690115,0.4684125,10.9003125,-52.443888,-12.348783,2009_2010
0.5482125,0.5629875,0.5714375,0.57015,0.5642,0.5576375,0.56335,0.586475,0.6288875,0.6578125,0.660625,0.6363625,0.59825,0.5603625,0.5375375,0.5419875,0.5354125,0.52725,0.5240125,0.5114875,0.5065,0.5112625,0.52285,0.5645673913,0.660625,0.5065,0.0452981356,0.5603625,12.98505,-52.441643,-12.348783,2009_2010
0.491025,0.5102375,0.5290375,0.550525,0.554175,0.56175,0.576525,0.60505,0.6579375,0.6859,0.6926375,0.659575,0.610825,0.5759875,0.5488,0.556025,0.5544375,0.5449,0.5455,0.5298625,0.5198125,0.52825,0.533575,0.5705369565,0.6926375,0.491025,0.0558803795,0.554175,13.12235,-52.439397,-12.348783,2009_2010
0.4713375,0.4886125,0.511375,0.5323125,0.5431375,0.5619,0.5788125,0.5943125,0.629,0.6322875,0.622675,0.608575,0.5634375,0.52885,0.5122875,0.5175625,0.5322125,0.5408875,0.53855,0.5152625,0.5013625,0.505075,0.512775,0.5453304348,0.6322875,0.4713375,0.0460118199,0.5323125,12.5426,-52.437153,-12.348783,2009_2010
0.4765,0.4945,0.517325,0.538425,0.5459625,0.5616625,0.586675,0.6083375,0.6438125,0.64865,0.6319125,0.6124,0.5687875,0.5346,0.5159875,0.517225,0.531,0.5404875,0.5401875,0.5193875,0.5064875,0.51135,0.5195125,0.5509206522,0.64865,0.4765,0.0487684829,0.538425,12.671175,-52.434908,-12.348783,2009_2010
0.4845625,0.4985,0.5216,0.544525,0.5541625,0.574125,0.5985,0.607175,0.60385,0.5787,0.538775,0.5076375,0.5016,0.4928625,0.494675,0.516,0.5271,0.5384875,0.541,0.5235625,0.5142375,0.519825,0.5286375,0.5352217391,0.607175,0.4845625,0.0360045643,0.5271,12.3101,-52.432662,-12.348783,2009_2010
0.482075,0.496025,0.5158125,0.5324375,0.5480375,0.5761875,0.59805,0.6049125,0.595775,0.5632625,0.55295,0.5494125,0.540625,0.535425,0.5118375,0.5085125,0.5226,0.532675,0.535975,0.5206875,0.5112625,0.5159875,0.52605,0.5381119565,0.6049125,0.482075,0.0322375799,0.532675,12.376575,-52.430417,-12.348783,2009_2010
0.4843875,0.4987625,0.51715,0.53485,0.549175,0.572675,0.5902375,0.5960125,0.5864375,0.555025,0.548125,0.5457875,0.5381625,0.532575,0.5093125,0.507175,0.5196875,0.5306875,0.5347,0.5212875,0.5169125,0.526625,0.5390375,0.5371646739,0.5960125,0.4843875,0.0286989875,0.5347,12.3547875,-52.428173,-12.348783,2009_2010
0.503675,0.521,0.5385125,0.5512125,0.560375,0.577425,0.5914125,0.5969875,0.585325,0.5512875,0.5489625,0.5438625,0.527375,0.5217375,0.4938875,0.4966125,0.52145,0.5360375,0.5441875,0.5359625,0.5367375,0.5493875,0.56165,0.543263587,0.5969875,0.4938875,0.0278061022,0.5438625,12.4950625,-52.425928,-12.348783,2009_2010
0.507625,0.5237625,0.5405125,0.548325,0.5512875,0.5655625,0.5666,0.5708375,0.5698125,0.5390875,0.549775,0.5529375,0.531675,0.5381,0.5256,0.5178125,0.5334375,0.5357,0.5284375,0.5284375,0.538375,0.55075,0.564875,0.5425793478,0.5708375,0.507625,0.0173973902,0.5390875,12.479325,-52.423682,-12.348783,2009_2010
0.1989,0.1848375,0.19085,0.182925,0.1792,0.187325,0.194325,0.20925,0.2210375,0.2250625,0.23575,0.242475,0.24965,0.2580625,0.2547,0.2477875,0.239425,0.2317,0.23855,0.2661375,0.2758,0.2622875,0.2383,0.2267103261,0.2758,0.1792,0.029912796,0.23575,5.2143375,-52.457358,-12.351028,2009_2010
0.1984625,0.1511625,0.1345375,0.1471125,0.163525,0.18235,0.1948375,0.2060125,0.2137375,0.2345875,0.26575,0.276125,0.2787375,0.2663375,0.247225,0.240725,0.2345875,0.2314625,0.2389375,0.26495,0.2735,0.2528,0.220575,0.2225233696,0.2787375,0.1345375,0.0437103087,0.2345875,5.1180375,-52.455112,-12.351028,2009_2010
0.181975,0.1415,0.1299,0.144175,0.15945,0.175475,0.18675,0.1986125,0.208675,0.2177875,0.2347125,0.2408,0.2390625,0.2424125,0.244175,0.2467,0.2445375,0.24805,0.2574125,0.27855,0.2858,0.2546,0.2137,0.2162961957,0.2858,0.1299,0.044261766,0.2347125,4.9748125,-52.452868,-12.351028,2009_2010
0.178925,0.139475,0.1280875,0.1427375,0.1619125,0.1811125,0.1902625,0.199675,0.214525,0.2275125,0.2481625,0.254425,0.2389375,0.2408625,0.254425,0.26165,0.26905,0.2715375,0.271275,0.290025,0.2933375,0.2632,0.2233125,0.2236706522,0.2933375,0.1280875,0.0495852335,0.2389375,5.144425,-52.450623,-12.351028,2009_2010
0.213625,0.175,0.1631,0.17325,0.1839125,0.2003875,0.2451875,0.28935,0.3089875,0.3267625,0.3107625,0.2904125,0.2932875,0.3148625,0.3317125,0.3604125,0.3845375,0.3629125,0.3458625,0.324575,0.3114625,0.29975,0.2669375,0.2816108696,0.3845375,0.1631,0.066604134,0.29975,6.47705,-52.448377,-12.351028,2009_2010
0.2985,0.2857125,0.284775,0.3022375,0.3287,0.331975,0.3503125,0.3480875,0.328125,0.3527875,0.3757375,0.3699875,0.3891375,0.3971375,0.3898625,0.4036125,0.4040375,0.38685,0.379375,0.391475,0.3919875,0.381825,0.374725,0.358563587,0.4040375,0.284775,0.0383937071,0.374725,8.2469625,-52.446132,-12.351028,2009_2010
0.4829625,0.49905,0.513325,0.520225,0.51275,0.50715,0.482525,0.4772875,0.521575,0.5426375,0.5306875,0.5135125,0.465225,0.4254375,0.436375,0.4555625,0.4646875,0.4814625,0.50445,0.51855,0.5479625,0.5797,0.593325,0.5033228261,0.593325,0.4254375,0.0411067161,0.50715,11.576425,-52.443888,-12.351028,2009_2010
0.5268,0.541875,0.550025,0.5449125,0.5410125,0.5351375,0.5415125,0.55515,0.5876125,0.628775,0.6570875,0.6603625,0.6339875,0.5927625,0.5496,0.5380375,0.53165,0.523675,0.5227875,0.5104,0.509775,0.5187,0.5293625,0.5578695652,0.6603625,0.509775,0.0458563171,0.5415125,12.831,-52.441643,-12.351028,2009_2010
0.508025,0.5271375,0.537175,0.5495875,0.5524375,0.559625,0.5764875,0.5960125,0.6410375,0.67185,0.677375,0.653075,0.613175,0.5735625,0.544425,0.5403875,0.5289125,0.5237,0.525,0.5224375,0.529125,0.5366,0.540475,0.5664184783,0.677375,0.508025,0.050922178,0.544425,13.027625,-52.439397,-12.351028,2009_2010
0.48325,0.496225,0.5135,0.5293375,0.5370875,0.556225,0.5752875,0.5944125,0.634,0.6379375,0.628225,0.6141375,0.568625,0.53425,0.5164125,0.5163375,0.52715,0.537575,0.5379625,0.5192375,0.5071125,0.509375,0.5158125,0.5473684783,0.6379375,0.48325,0.0457606919,0.53425,12.589475,-52.437153,-12.351028,2009_2010
0.48065,0.4947125,0.513725,0.5323,0.5411375,0.55985,0.586875,0.6078875,0.6420625,0.646,0.628,0.609225,0.5670375,0.5328,0.5145875,0.517125,0.531275,0.5409,0.5411875,0.5217125,0.5092375,0.513575,0.5218125,0.5501597826,0.646,0.48065,0.047519953,0.5328,12.653675,-52.434908,-12.351028,2009_2010
0.4916875,0.5031,0.5206625,0.5382875,0.5458,0.5651375,0.5920125,0.6122875,0.618775,0.595125,0.5784875,0.5615,0.5469625,0.5379,0.5163375,0.518025,0.531625,0.5422125,0.5458125,0.5268125,0.5149625,0.5212875,0.5307625,0.5458940217,0.618775,0.4916875,0.0340444155,0.5382875,12.5555625,-52.432662,-12.351028,2009_2010
0.48435,0.49955,0.5181875,0.534525,0.5485375,0.5746375,0.5965875,0.6040625,0.59555,0.56435,0.55525,0.5517125,0.5411875,0.53265,0.508875,0.5103125,0.5287,0.540225,0.54335,0.5262625,0.5175625,0.525075,0.5364625,0.5407809783,0.6040625,0.48435,0.0307660238,0.5364625,12.4379625,-52.430417,-12.351028,2009_2010
